sesion,num_votacion,fecha,legislatura,num_expediente,presentes,si,no,abs,titulo,texto_expediente,titulo_subgrupo,texto_subgrupo
"26","3","12/4/2012","10","121/000003","312","108","184","20","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica de Estabilidad Presupuestaria y Sostenibilidad Financiera.","Enmiendas del Grupo Parlamentario Mixto (Sr. Salvador)"," Enmienda 105"
"26","4","12/4/2012","10","121/000003","312","12","188","112","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica de Estabilidad Presupuestaria y Sostenibilidad Financiera.","Enmiendas del Grupo Parlamentario Mixto (Sr. Salvador)"," Enmienda 118"
"26","5","12/4/2012","10","121/000003","313","195","106","12","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica de Estabilidad Presupuestaria y Sostenibilidad Financiera.","Enmiendas del Grupo Parlamentario Mixto (Sr. Salvador)"," Enmienda transaccional a la enmienda 96"
"26","6","12/4/2012","10","121/000003","313","119","175","19","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica de Estabilidad Presupuestaria y Sostenibilidad Financiera.","Enmiendas del Grupo Parlamentario Mixto (Sr. Baldoví)"," Enmienda 11"
"26","7","12/4/2012","10","121/000003","313","12","281","20","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica de Estabilidad Presupuestaria y Sostenibilidad Financiera.","Enmiendas del Grupo Parlamentario Mixto (Sr. Baldoví)"," Enmiendas 12 y 13"
"26","8","12/4/2012","10","121/000003","310","23","179","108","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica de Estabilidad Presupuestaria y Sostenibilidad Financiera.","Enmiendas del Grupo Parlamentario Mixto (Sr. Baldoví)"," Enmienda 14"
"26","9","12/4/2012","10","121/000003","313","16","285","12","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica de Estabilidad Presupuestaria y Sostenibilidad Financiera.","Enmiendas del Grupo Parlamentario Mixto (Sra. Oramas)"," Enmiendas 16, 17, 20, 23 y 26"
"26","10","12/4/2012","10","121/000003","313","16","181","116","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica de Estabilidad Presupuestaria y Sostenibilidad Financiera.","Enmiendas del Grupo Parlamentario Mixto (Sra. Oramas)"," Enmiendas 18, 19, 21, 22, 24 y 25"
"26","11","12/4/2012","10","121/000003","312","12","184","116","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica de Estabilidad Presupuestaria y Sostenibilidad Financiera.","Enmiendas del Grupo Parlamentario Mixto (Sr. Jorquera)"," Enmienda  59"
"26","12","12/4/2012","10","121/000003","312","12","294","6","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica de Estabilidad Presupuestaria y Sostenibilidad Financiera.","Enmiendas del Grupo Parlamentario Mixto (Sr. Jorquera)","Resto de enmiendas"
"26","13","12/4/2012","10","121/000003","312","10","182","120","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica de Estabilidad Presupuestaria y Sostenibilidad Financiera.","Enmiendas del Grupo Parlamentario Mixto (Sra. Jordà)"," Enmienda 87"
"26","14","12/4/2012","10","121/000003","312","10","285","17","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica de Estabilidad Presupuestaria y Sostenibilidad Financiera.","Enmiendas del Grupo Parlamentario Mixto (Sra. Jordà)"," Resto de enmiendas"
"26","15","12/4/2012","10","121/000003","313","125","178","10","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica de Estabilidad Presupuestaria y Sostenibilidad Financiera.","Enmiendas del Grupo Parlamentario Vasco (EAJ-PNV)","Enmiendas 5, 6 y 7"
"26","16","12/4/2012","10","121/000003","313","17","183","113","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica de Estabilidad Presupuestaria y Sostenibilidad Financiera.","Enmiendas del Grupo Parlamentario Vasco (EAJ-PNV)"," Enmienda 8"
"26","17","12/4/2012","10","121/000003","313","125","181","7","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica de Estabilidad Presupuestaria y Sostenibilidad Financiera.","Enmiendas del Grupo Parlamentario Vasco (EAJ-PNV)"," Enmienda 10"
"26","18","12/4/2012","10","121/000003","311","193","102","16","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica de Estabilidad Presupuestaria y Sostenibilidad Financiera.","Enmiendas del Grupo Parlamentario Vasco (EAJ-PNV)"," Enmienda transaccional a la enmienda 9 que también lo es a la enmienda 190 del Grupo Parlamentario Catalán (CiU)"
"26","19","12/4/2012","10","121/000003","312","122","180","10","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica de Estabilidad Presupuestaria y Sostenibilidad Financiera.","Enmiendas del Grupo Parlamentario de Unión Progreso y Democracia","Enmienda 139"
"26","20","12/4/2012","10","121/000003","313","5","299","9","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica de Estabilidad Presupuestaria y Sostenibilidad Financiera.","Enmiendas del Grupo Parlamentario de Unión Progreso y Democracia"," Enmiendas 130, 133, 134, 135, 136, 137, 140, 141, 142, 143 y 147"
"26","21","12/4/2012","10","121/000003","312","5","193","114","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica de Estabilidad Presupuestaria y Sostenibilidad Financiera.","Enmiendas del Grupo Parlamentario de Unión Progreso y Democracia"," Enmiendas 120, 122, 123, 125, 126, 128, 129, 131, 132, 144 y 146"
"26","22","12/4/2012","10","121/000003","313","183","107","23","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica de Estabilidad Presupuestaria y Sostenibilidad Financiera.","Enmiendas del Grupo Parlamentario de Unión Progreso y Democracia","Enmienda transaccional a la enmienda 124 "
"26","23","12/4/2012","10","121/000003","312","181","108","23","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica de Estabilidad Presupuestaria y Sostenibilidad Financiera.","Enmiendas del Grupo Parlamentario de Unión Progreso y Democracia"," Enmienda transaccional a la enmienda 127"
"26","24","12/4/2012","10","121/000003","310","123","178","9","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica de Estabilidad Presupuestaria y Sostenibilidad Financiera.","Enmiendas del Grupo Parlamentario de IU, ICV-EUiA, CHA: La Izquierda Plural","Enmiendas 31, 32, 34, 35 y 48"
"26","25","12/4/2012","10","121/000003","313","9","281","23","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica de Estabilidad Presupuestaria y Sostenibilidad Financiera.","Enmiendas del Grupo Parlamentario de IU, ICV-EUiA, CHA: La Izquierda Plural"," Enmiendas 41, 42, 43, 44, 46, 47, 53, 54, 55, 56 y 57"
"26","26","12/4/2012","10","121/000003","312","10","177","125","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica de Estabilidad Presupuestaria y Sostenibilidad Financiera.","Enmiendas del Grupo Parlamentario de IU, ICV-EUiA, CHA: La Izquierda Plural"," Enmiendas 27, 28, 29, 30, 33, 36, 37, 38, 39, 40, 45, 49, 50, 51, 52"
"26","27","12/4/2012","10","121/000003","312","119","176","17","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica de Estabilidad Presupuestaria y Sostenibilidad Financiera.","Enmiendas del Grupo Parlamentario Catalán (Convergència i Unió)","Enmiendas 196, 197 y 199"
"26","28","12/4/2012","10","121/000003","313","16","285","12","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica de Estabilidad Presupuestaria y Sostenibilidad Financiera.","Enmiendas del Grupo Parlamentario Catalán (Convergència i Unió)"," Enmiendas 177, 178, 179, 180, 181, 184, 187, 188, 189, 191, 192, 193, 194, 200, 201, 202, 203, 205 y 206. "
"26","29","12/4/2012","10","121/000003","313","21","178","114","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica de Estabilidad Presupuestaria y Sostenibilidad Financiera.","Enmiendas del Grupo Parlamentario Catalán (Convergència i Unió)"," Enmiendas 182, 185, 186, 195 y 198"
"26","30","12/4/2012","10","121/000003","311","188","104","19","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica de Estabilidad Presupuestaria y Sostenibilidad Financiera.","Enmiendas del Grupo Parlamentario Catalán (Convergència i Unió)"," Enmienda transaccional a la enmienda 183"
"26","31","12/4/2012","10","121/000003","312","192","103","17","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica de Estabilidad Presupuestaria y Sostenibilidad Financiera.","Enmiendas del Grupo Parlamentario Catalán (Convergència i Unió)"," Enmienda transaccional a la enmienda 204"
"26","32","12/4/2012","10","121/000003","313","300","5","8","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica de Estabilidad Presupuestaria y Sostenibilidad Financiera.","Enmiendas del Grupo Parlamentario Socialista"," Enmienda 176"
"26","33","12/4/2012","10","121/000003","313","104","178","31","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica de Estabilidad Presupuestaria y Sostenibilidad Financiera.","Enmiendas del Grupo Parlamentario Socialista","Votación conjunta de las enmiendas"
"26","34","12/4/2012","10","121/000003","312","192","116","4","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica de Estabilidad Presupuestaria y Sostenibilidad Financiera.","Votación del Dictamen de la Comisión","Votación del Dictamen de la Comisión "
"26","35","12/4/2012","10","121/000003","312","192","116","4","Dictámenes de Comisiones sobre iniciativas legislativas.","Proyecto de Ley Orgánica de Estabilidad Presupuestaria y Sostenibilidad Financiera.","Votación de conjunto","Votación del conjunto del Proyecto de Ley por tener el mismo carácter orgánico. "
"28","1","25/4/2012","10","121/000008","339","156","182","1","Debates de totalidad de iniciativas legislativas.","Proyecto de Ley de Presupuestos Generales del Estado para el año 2012.  Se votan de forma conjunta las enmiendas de devolución presentadas por los Grupos Parlamentarios Vasco (EAJ-PNV), Mixto (Sr. Jorquera, Sr. Baldoví, Sra. Oramas, Sr. Bosch y Sr. Antigüedad), IU, ICV-EUiA, CHA: La Izquierda Plural, Socialista, Unión Progreso y Democracia y Catalán (Convergéncia i Unió).  El Sr. Merino López (GP) observa que por error emitió el voto  de la Sra. Fernández González que se encuentra ausente del hemiciclo.","",""
"28","2","25/4/2012","10","130/000012","329","328","0","1","Convalidación o derogación de Reales Decretos-Leyes.","Real Decreto-Ley 11/2012, de 30 de marzo, de medidas para agilizar el pago de las ayudas a los damnificados por el terremoto, reconstruir los inmuebles demolidos e impulsar la actividad económica de Lorca.","",""
"28","3","25/4/2012","10","130/000012","329","140","183","6","Convalidación o derogación de Reales Decretos-Leyes.","Tramitación como Proyecto de Ley por el procedimiento de urgencia del Real Decreto-Ley 11/2012, de 30 de marzo, de medidas para agilizar el pago de las ayudas a los damnificados por el terremoto, reconstruir los inmuebles demolidos e impulsar la actividad económica de Lorca.","",""
"28","4","25/4/2012","10","130/000014","328","178","145","5","Convalidación o derogación de Reales Decretos-Leyes.","Real Decreto-Ley 13/2012, de 30 de marzo, por el que se transponen directivas en materia de mercados interiores de electricidad y gas y en materia de comunicaciones electrónicas, y por el que se adoptan medidas para la corrección de las desviaciones por desajustes entre los costes e ingresos de los sectores eléctrico y gasista.","",""
"28","5","25/4/2012","10","130/000014","329","154","174","1","Convalidación o derogación de Reales Decretos-Leyes.","Tramitación como Proyecto de Ley por el procedimiento de urgencia del Real Decreto-Ley 13/2012, de 30 de marzo, por el que se transponen directivas en materia de mercados interiores de electricidad y gas y en materia de comunicaciones electrónicas, y por el que se adoptan medidas para la corrección de las desviaciones por desajustes entre los costes e ingresos de los sectores eléctrico y gasista.","",""
"28","6","25/4/2012","10","130/000014","314","276","1","37","Dictamen de la Comisión del Estatuto de los Diputados.","Dictamen de la Comisión del Estatuto de los Diputados sobre declaración de actividades de Excmos. Sres. Diputados.","",""
"29","1","16/5/2012","10","173/000018","323","144","172","7","Mociones consecuencia de interpelaciones urgentes.","Moción consecuencia de interpelación urgente sobre la reducción del compromiso presupuestario en relación a las políticas activas de empleo. Se vota en los términos resultantes de las enmiendas formuladas por el Grupo Parlamentario Socialista, el Grupo Parlamentario Catalán (CiU) y el Grupo Parlamentario de IU, ICV-EUiA, CHA: La Izquierda Plural. ","",""
"29","2","16/5/2012","10","173/000019","325","131","172","22","Mociones consecuencia de interpelaciones urgentes.","Moción consecuencia de interpelación urgente sobre el modelo de bienestar social a la vista del Proyecto de Presupuestos Generales del Estado para 2012. Se vota en los términos resultantes de la enmienda formulada por el Grupo Parlamentario de IU, ICV-EUiA, CHA: La Izquierda Plural. ","",""
"29","3","16/5/2012","10","173/000020","317","127","174","16","Mociones consecuencia de interpelaciones urgentes.","Moción consecuencia de interpelación urgente sobre las medidas de racionalización y reducción del gasto en defensa en el marco del fortalecimiento de la política de seguridad y defensa europea. Se vota en los términos resultantes de la enmienda transaccional formulada por el Grupo Parlamentario Socialista, el Grupo Parlamentario Catalán (CiU) y el Grupo Parlamentario de Unión Progreso y Democracia. ","",""
"30","26","17/5/2012","10","110/000013","310","308","0","2","Dictámenes de la Comisión de Asuntos Exteriores sobre Convenios internacionales.","Acuerdo entre el Reino de España y la República de Albania sobre el libre ejercicio de actividades remuneradas para familiares dependientes del personal diplomático, consular, administrativo y técnico de Misiones Diplomáticas y Oficinas Consulares, hecho en Tirana el 20 de mayo de 2009.","",""
"30","27","17/5/2012","10","110/000014","310","308","0","2","Dictámenes de la Comisión de Asuntos Exteriores sobre Convenios internacionales.","Denuncia del Acta de Londres al Arreglo de La Haya, de 6 de noviembre de 1925, relativo al Depósito internacional de dibujos y modelos industriales, hecha en Londres el 2 de junio de 1934, así como del Acta adicional de Mónaco al Arreglo de La Haya, relativo al Depósito internacional de dibujos y modelos industriales, de 6 de noviembre de 1925, revisado en Londres el 2 de junio de 1934, hecha en Mónaco el 18 de noviembre de 1961.","",""
"30","1","17/5/2012","10","004/000192","303","265","1","37","Dictamen de la Comisión del Estatuto de los Diputados.","Dictamen de la Comisión del Estatuto de los Diputados sobre declaración de actividades de Excmos. Sres. Diputados.","",""
"30","2","17/5/2012","10","004/000228","303","265","1","37","Dictamen de la Comisión del Estatuto de los Diputados.","Dictamen de la Comisión del Estatuto de los Diputados sobre declaración de actividades de Excmos. Sres. Diputados.","",""
"30","3","17/5/2012","10","004/000285","303","265","1","37","Dictamen de la Comisión del Estatuto de los Diputados.","Dictamen de la Comisión del Estatuto de los Diputados sobre declaración de actividades de Excmos. Sres. Diputados.","",""
"30","4","17/5/2012","10","004/000369","303","265","1","37","Dictamen de la Comisión del Estatuto de los Diputados.","Dictamen de la Comisión del Estatuto de los Diputados sobre declaración de actividades de Excmos. Sres. Diputados.","",""
"30","5","17/5/2012","10","130/000015","314","179","135","0","Convalidación o derogación de Reales Decretos-Leyes.","Real Decreto-Ley 14/2012, de 20 de abril, de medidas urgentes de racionalización del gasto público en el ámbito educativo.","",""
"30","6","17/5/2012","10","130/000015","315","137","177","1","Convalidación o derogación de Reales Decretos-Leyes.","Tramitación como Proyecto de Ley por el procedimiento de urgencia del Real Decreto-Ley 14/2012, de 20 de abril, de medidas urgentes de racionalización del gasto público en el ámbito educativo.","",""
"30","7","17/5/2012","10","130/000018","315","183","131","1","Convalidación o derogación de Reales Decretos-Leyes.","Real Decreto-Ley 17/2012, de 4 de mayo, de medidas urgentes en materia de medio ambiente.","",""
"30","8","17/5/2012","10","130/000018","314","313","0","1","Convalidación o derogación de Reales Decretos-Leyes.","Tramitación como Proyecto de Ley por el procedimiento de urgencia del Real Decreto-Ley 17/2012, de 4 de mayo, de medidas urgentes en materia de medio ambiente.","",""
"30","9","17/5/2012","10","130/000016","315","193","122","0","Convalidación o derogación de Reales Decretos-Leyes.","Real Decreto-Ley 15/2012, de 20 de abril, de modificación del régimen de Administración de la Corporación RTVE previsto en la Ley 17/2006, de 5 de junio.","",""
"30","10","17/5/2012","10","130/000016","315","122","193","0","Convalidación o derogación de Reales Decretos-Leyes.","Tramitación como Proyecto de Ley por el procedimiento de urgencia del Real Decreto-Ley 15/2012, de 20 de abril, de modificación del Régimen de Administración de la Corporación RTVE previsto en la Ley 17/2006, de 5 de junio.","",""
"30","11","17/5/2012","10","130/000017","315","178","137","0","Convalidación o derogación de Reales Decretos-Leyes.","Real Decreto-Ley 16/2012, de 20 de abril, de medidas urgentes para garantizar la sostenibilidad del Sistema Nacional de Salud y mejorar la calidad y seguridad de sus prestaciones.","",""
"30","12","17/5/2012","10","130/000017","315","139","176","0","Convalidación o derogación de Reales Decretos-Leyes.","Tramitación como Proyecto de Ley por el procedimiento de urgencia del Real Decreto-Ley 16/2012, de 20 de abril, de medidas urgentes para garantizar la sostenibilidad del Sistema Nacional de Salud y mejorar la calidad y seguridad de sus prestaciones.","",""
"30","13","17/5/2012","10","110/000006","312","296","13","3","Dictámenes de la Comisión de Asuntos Exteriores sobre Convenios internacionales.","Convenio entre el Reino de España y el Reino de Marruecos relativo a la asistencia judicial en materia penal, hecho en Rabat el 24 de junio de 2009.","",""
"30","14","17/5/2012","10","110/000007","312","296","13","3","Dictámenes de la Comisión de Asuntos Exteriores sobre Convenios internacionales.","Convenio de extradición entre el Reino de España y el Reino de Marruecos, hecho en Rabat el 24 de junio de 2009.","",""
"30","15","17/5/2012","10","110/000011","312","296","13","3","Dictámenes de la Comisión de Asuntos Exteriores sobre Convenios internacionales.","Acuerdo entre el Reino de España y los Estados Unidos de América sobre cooperación científica y tecnológica de interés para la seguridad nacional, hecho en Madrid el 30 de junio de 2011.","",""
"30","16","17/5/2012","10","110/000012","312","296","13","3","Dictámenes de la Comisión de Asuntos Exteriores sobre Convenios internacionales.","Acuerdo de cooperación en materia de seguridad entre el Reino de España y el Estado de Qatar, hecho en Madrid el 26 de abril de 2011.","",""
"30","17","17/5/2012","10","110/000008","315","292","17","6","Dictámenes de la Comisión de Asuntos Exteriores sobre Convenios internacionales.","Tratado Constitutivo del Mecanismo Europeo de Estabilidad (MEDE) entre el Reino de Bélgica, la República Federal de Alemania, la República de Estonia, Irlanda, la República Helénica, el Reino de España, la República Francesa, la República Italiana, la República de Chipre, el Gran Ducado de Luxemburgo, Malta, el Reino de los Países Bajos, la República de Austria, la República Portuguesa, la República de Eslovenia, la República Eslovaca y la República de Finlandia, hecho en Bruselas el 2 de febrero de 2012.","",""
"30","18","17/5/2012","10","110/000015","315","292","17","6","Dictámenes de la Comisión de Asuntos Exteriores sobre Convenios internacionales.","Decisión del Consejo Europeo de 25 de marzo de 2011 que modifica el artículo 136 del Tratado de Funcionamiento de la Unión Europea en relación con un mecanismo de estabilidad para los Estados miembros cuya moneda es el euro.","",""
"30","19","17/5/2012","10","110/000020","315","297","17","1","Dictámenes de la Comisión de Asuntos Exteriores sobre Convenios internacionales.","Enmienda al Acuerdo de Servicio de Préstamo de 80.000.000.000 euros entre los siguientes Estados miembros cuya moneda es el euro: el Reino de Bélgica, Irlanda, el Reino de España, la República Francesa, la República Italiana, la República de Chipre, el Gran Ducado de Luxemburgo, la República de Malta, el Reino de los Países Bajos, la República de Austria, la República Portuguesa, la República de Eslovenia, y la República de Finlandia y KfW, actuando en interés público, con sujeción a las instrucciones y acogiéndose a la garantía de la República Federal de Alemania, como Prestamistas y la República Helénica como Prestatario, el Banco de Grecia como Agente del Prestatario, hecha en Bruselas el 27 de febrero de 2012.","",""
"30","20","17/5/2012","10","110/000002","310","308","0","2","Dictámenes de la Comisión de Asuntos Exteriores sobre Convenios internacionales.","Declaración de aceptación por España de la adhesión de la República de Malta al Convenio sobre la obtención de pruebas en el extranjero en materia civil o mercantil, hecho en La Haya el 18 de marzo de 1970.","",""
"30","21","17/5/2012","10","110/000003","310","308","0","2","Dictámenes de la Comisión de Asuntos Exteriores sobre Convenios internacionales.","Protocolo de enmienda al Convenio de Asistencia Administrativa Mutua en Materia Fiscal, hecho en París, el 27 de mayo de 2010, y declaración que España desea formular.","",""
"30","22","17/5/2012","10","110/000004","310","308","0","2","Dictámenes de la Comisión de Asuntos Exteriores sobre Convenios internacionales.","Protocolo de Nagoya sobre acceso a los recursos genéticos y participación justa y equitativa en los beneficios que se deriven de su utilización, al Convenio sobre la Diversidad Biológica, hecho en Nagoya el 29 de octubre de 2010.","",""
"30","23","17/5/2012","10","110/000005","310","308","0","2","Dictámenes de la Comisión de Asuntos Exteriores sobre Convenios internacionales.","Convenio entre el Reino de España y la República de Camerún sobre cooperación en materia de lucha contra la delincuencia, hecho en Madrid el 26 de enero de 2011.","",""
"30","24","17/5/2012","10","110/000009","310","308","0","2","Dictámenes de la Comisión de Asuntos Exteriores sobre Convenios internacionales.","Acuerdo de Sede entre el Reino de España y la Unión Europea (Oficina de Armonización del Mercado Interior-Marcas, Dibujos y Modelos-OAMI), hecho en Madrid el 20 de septiembre de 2011.","",""
"30","25","17/5/2012","10","110/000010","310","308","0","2","Dictámenes de la Comisión de Asuntos Exteriores sobre Convenios internacionales.","Acuerdo entre el Gobierno del Reino de España y el Gobierno de la República de Kazajstán sobre cooperación para combatir la delincuencia, hecho en Astaná el 17 de junio de 2011.","",""
"34","1","29/5/2012","10","122/000017","322","36","183","103","Toma en consideración de Proposiciones de Ley.","Proposición de Ley de reforma del Real Decreto-Ley 9/2009, de 26 de junio, sobre reestructuración bancaria y reforzamiento de los recursos propios de las entidades de crédito, relativa a la participación pública en la desinversión de entidades financieras con presencia de cajas de ahorros.","",""
"34","2","29/5/2012","10","122/000052","322","147","175","0","Toma en consideración de Proposiciones de Ley.","Proposición de Ley de modificación de la Ley General de la Seguridad Social, Texto Refundido aprobado por Real Decreto Legislativo 1/1994, de 20 de junio, para extender la cobertura de las pensiones de orfandad.","",""
"34","3","29/5/2012","10","162/000271","322","207","112","3","Proposiciones no de Ley.","Proposición no de Ley relativa a la remisión de un Plan Integral de Turismo. Se vota en los términos de la enmienda transaccional presentada por el Grupo Parlamentario Popular en el Congreso, el Grupo Parlamentario Catalán (CiU) y el Grupo Parlamentario de IU, ICV-EUiA, CHA: La Izquierda Plural. ","",""
"34","4","29/5/2012","10","162/000005","323","308","1","14","Proposiciones no de Ley.","Proposición no de Ley relativa a la entrada en vigor de un sistema de eurobonos. Se vota en los términos de una enmienda transaccional presentada por el Grupo Parlamentario Popular en el Congreso, el Grupo Parlamentario Socialista, el Grupo Parlamentario Catalán (CiU), el Grupo Parlamentario de Unión Progreso y Democracia, el Grupo Parlamentario Vasco (EAJ-PNV) y la Sra. Oramas y el Sr. Álvarez Sostres (GMx). ","",""
"34","5","29/5/2012","10","173/000021","322","143","178","1","Mociones consecuencia de interpelaciones urgentes.","Moción consecuencia de interpelación urgente sobre el cambio unilateral de modelo del Sistema Nacional de Salud. Se vota en los términos resultantes de la incorporación de las enmiendas del Grupo Parlamentario Socialista y del Grupo Parlamentario Catalán (CiU), asi como de la enmienda al punto 4º presentada por el Grupo Parlamentario de Unión Progreso y Democracia. ","",""
"34","6","29/5/2012","10","173/000022","323","321","1","1","Mociones consecuencia de interpelaciones urgentes.","Moción consecuencia de interpelación urgente sobre la necesidad de una estrategia de crecimiento para Europa y España.","Votación separada por puntos","Punto 2 del apartado a)"
"34","7","29/5/2012","10","173/000022","322","145","177","0","Mociones consecuencia de interpelaciones urgentes.","Moción consecuencia de interpelación urgente sobre la necesidad de una estrategia de crecimiento para Europa y España.","Votación separada por puntos","Resto de la moción"
"36","1","31/5/2012","10","130/000019","329","178","28","123","Convalidación o derogación de Reales Decretos-Leyes.","Real Decreto-Ley 18/2012, de 11 de mayo, sobre saneamiento y venta de los activos inmobilarios del sector financiero.","",""
"36","2","31/5/2012","10","130/000019","328","328","0","0","Convalidación o derogación de Reales Decretos-Leyes.","Tramitación como Proyecto de Ley por el procedimiento de urgencia del Real Decreto-Ley 18/2012, de 11 de mayo, sobre saneamiento y venta de los activos inmobilarios del sector financiero.","",""
"36","3","31/5/2012","10","121/000009","327","129","182","16","Debates de totalidad de iniciativas legislativas.","Proyecto de Ley de modificación de la Ley 7/2010, de 31 de marzo, General de la Comunicación Audiovisual, para flexibilizar los modos de gestión de los canales públicos de televisión autonómica. Se votan de forma conjunta las enmiendas de devolución presentadas por el Grupo Parlamentario Socialista; el Grupo Parlamentario de IU, ICV-EUiA, CHA: La Izquierda Plural; el Grupo Parlamentario de Unión Progreso y Democracia; el Grupo Parlamentario Mixto (Sr. Jorquera y Sra Fernández Davila) y el Grupo Parlamentario Mixto (Sr. Bosch). ","",""
"36","4","31/5/2012","10","121/000009","327","148","178","1","Debates de totalidad de iniciativas legislativas.","Solicitud de avocación por el Pleno de la Cámara del debate y votación final del Proyecto de Ley de modificación de la Ley 7/2010, de 31 de marzo, General de la Comunicación Audiovisual, para flexibilizar los modos de gestión de los canales públicos de televisión autonómica.","",""
"36","5","31/5/2012","10","110/000017","326","312","0","14","Dictámenes de la Comisión de Asuntos Exteriores sobre Convenios internacionales.","Acuerdo entre el Gobierno del Reino de España y el Gobierno Federal Austríaco relativo al intercambio y protección mutua de la información clasificada, hecho en Madrid el 11 de noviembre de 2011.","",""
"36","6","31/5/2012","10","110/000019","326","312","0","14","Dictámenes de la Comisión de Asuntos Exteriores sobre Convenios internacionales.","Acuerdo entre el Reino de España y el Gobierno de Australia para la protección mutua de información clasificada de interés para la Defensa, hecho en Madrid el 17 de noviembre de 2011.","",""
"36","7","31/5/2012","10","110/000018","327","313","11","3","Dictámenes de la Comisión de Asuntos Exteriores sobre Convenios internacionales.","Declaración de aceptación por España de la adhesión del Reino de Marruecos al Convenio sobre la obtención de pruebas en el extranjero en materia civil o mercantil, hecho en La Haya el 18 de marzo de 1970.","",""
"36","8","31/5/2012","10","110/000026","327","313","11","3","Dictámenes de la Comisión de Asuntos Exteriores sobre Convenios internacionales.","Acuerdo para el establecimiento del Centro Internacional Rey Abdullah Bin Abdulaziz para el Diálogo Interreligioso e Intercultural, hecho en Viena el 13 de octubre de 2011.","",""
"36","9","31/5/2012","10","110/000016","327","325","0","2","Dictámenes de la Comisión de Asuntos Exteriores sobre Convenios internacionales.","Declaración de aceptación por España de la adhesión del Principado de Andorra al Convenio sobre los aspectos civiles de la sustracción internacional de menores, hecho en La Haya el 25 de octubre de 1980.","",""
"36","10","31/5/2012","10","110/000021","327","325","0","2","Dictámenes de la Comisión de Asuntos Exteriores sobre Convenios internacionales.","Acuerdo sobre transporte aéreo entre el Reino de España y la República de Armenia, hecho en Madrid el 22 de julio de 2011.","",""
"36","11","31/5/2012","10","110/000022","327","325","0","2","Dictámenes de la Comisión de Asuntos Exteriores sobre Convenios internacionales.","Acuerdo de libre comercio entre la Unión Europea y sus Estados miembros, por una parte, y la República de Corea, por otra, hecho en Bruselas el 6 de octubre de 2010.","",""
"36","12","31/5/2012","10","110/000023","327","325","0","2","Dictámenes de la Comisión de Asuntos Exteriores sobre Convenios internacionales.","Acuerdo de cooperación sobre un sistema de navegación por satélite entre la Unión Europea y sus Estados miembros y el Reino de Noruega, hecho en Bruselas el 22 de septiembre de 2010.","",""
"36","13","31/5/2012","10","110/000024","327","325","0","2","Dictámenes de la Comisión de Asuntos Exteriores sobre Convenios internacionales.","Protocolo de Nagoya-Kuala Lumpur sobre responsabilidad y compensación suplementario al Protocolo de Cartagena sobre seguridad de la biotecnología, hecho en Nagoya el 15 de octubre de 2010.","",""
